,UID,CardTier,Name,Team,Element,Element2,Element3,Element4,Position,Position5,Monster,Monster Type,Wound,Speed,Catch,Carry,Elusiveness,Tackle,PassBlock,RunBlock,Impact,Impact6,Special Attack Name,Special Attack Description,Special Attack Element,Special Attack Type,Special Attack Stat,Special Attack Stat Value,Special Attack Stat Value Type,Special Attack Trigger,Immunity Name,Immunity Element
335,IN1R0360,1,Thunder Celeb,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
336,IN1R0361,1,Midnight Shade,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
337,IN1S0362,1,Midnight Venom,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
338,IN1S0363,1,Buttons Button,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,30,4,0.5,0.6,0.03,0.09,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
339,IN1DL0364,1,Psyche Dotty,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Massive Megalisk,Big2,40,5,0.4,0,0.01,0.01,0.06,0.1,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
340,IN1DL0365,1,Chewbacca Midnight,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Great Megalisk,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
341,IN1DL0366,1,Venom Velvet,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Great Megalisk,Big4,40,4,0.35,0,0,0.01,0.1,0.08,0.05,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
342,IN1DB0367,1,Salt Scarlet,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Speedy Drone,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
343,IN1DB0368,1,Flopsie Shelley,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Speedy Drone,Fast2,20,3,0.55,0.75,0.03,0.03,0.04,0.02,0.01,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
344,IN2RB0369,2,Gadget Delilah,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Killer Arachnoid,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
345,IN2OL0370,2,Orion Angi,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Massive Megalisk,Big2,50,6,0.5,0.02,0.02,0.04,0.08,0.11,0.04,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
346,IN2OL0371,2,Mittens Lady,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
347,IN2OL0372,2,Striker Sugar,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
348,IN2R0373,2,Fuzz Happy,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
349,IN2R0374,2,Cosmo Dot,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
350,IN2S0375,2,Chuckles Scarlet,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
351,IN2S0376,2,Venom Ebony,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,40,5,0.6,0.62,0.04,0.12,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
352,IN2DL0377,2,Mittens Brizzie,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Massive Megalisk,Big2,50,6,0.5,0.02,0.02,0.04,0.08,0.11,0.04,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
353,IN2DL0378,2,Webster Charlotte,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Great Megalisk,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
354,IN2DL0379,2,Shadow Fangs,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DL,Great Megalisk,Big4,50,5,0.45,0.02,0.01,0.04,0.12,0.09,0.06,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
355,IN2DB0380,2,Muffin Lady,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Speedy Drone,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
356,IN2DB0381,2,Handsome Spindle,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,DB,Speedy Drone,Fast2,30,4,0.65,0.77,0.04,0.06,0.06,0.03,0.02,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
357,IN3RB0382,3,Whisper Hugsie,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,RB,Killer Arachnoid,Med2,50,6,0.7,0.64,0.05,0.15,0.08,0.04,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
358,IN3OL0383,3,Ozzy Snickers,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Massive Megalisk,Big2,60,7,0.6,0.04,0.03,0.07,0.1,0.12,0.05,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
359,IN3OL0384,3,Jiggles Sugar,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,60,6,0.55,0.04,0.02,0.07,0.14,0.1,0.07,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
360,IN3OL0385,3,Dracula Psyche,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,OL,Great Megalisk,Big4,60,6,0.55,0.04,0.02,0.07,0.14,0.1,0.07,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
361,IN3R0386,3,Prometheus Tickles,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,40,5,0.75,0.79,0.05,0.09,0.08,0.04,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
362,IN3R0387,3,Phantom Lacy,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,R,Speedy Drone,Fast2,40,5,0.75,0.79,0.05,0.09,0.08,0.04,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
363,IN3S0388,3,Rufus Arachne,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,50,6,0.7,0.64,0.05,0.15,0.08,0.04,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
364,IN3S0389,3,Lance Scruffles,Insectoid,Acid,"From the far reaches of space comes a race of Insectoids bent on world domination, proven by their skill in the field of battle!",Acid blood: Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid Resistance: Immune to Acid effects.,1,S,Killer Arachnoid,Med2,50,6,0.7,0.64,0.05,0.15,0.08,0.04,0.03,,Acid blood,Damage Shield dealing 2 wounds to your enemy when tackled by an enemy.,Acid,Shield Damage,Wound,2,Number,Tackled,Acid Resistance,Acid
